time(s),TGS 822,TGS 2612,TGS 2620,TGS 832,TGS 826 ,TGS 2603,TGS 2600,TGS 813,Temp,Humid
0.0,2122.125,327.1875,2775,518.25,2805.75,704.625,2406.375,534.5625,38.68,49.15
0.1,2121.9375,327.1875,2775,518.25,2805.5625,704.625,2406.375,533.625,38.61,48.93
0.2,2121.9375,327.1875,2775,518.0625,2805.75,704.625,2406.75,533.4375,38.61,48.91
0.3,2122.125,327.1875,2774.8125,518.0625,2805.75,704.625,2406.375,533.0625,38.59,48.94
0.4,2122.125,327.1875,2775,518.0625,2805.75,704.4375,2406.1875,534.5625,38.61,48.91
0.5,2121.9375,327.1875,2775,518.0625,2805.75,704.625,2406.375,534.375,38.62,48.94
0.6,2121.9375,327.1875,2775,517.875,2805.75,704.4375,2406.5625,534.9375,38.61,48.88
0.7,2121.9375,327.1875,2775,518.0625,2805.75,704.4375,2406.375,535.5,38.61,48.96
0.8,2121.9375,327.1875,2775,518.0625,2805.75,704.4375,2406.5625,534.75,38.61,48.87
0.9,2121.9375,327.1875,2775,517.875,2805.9375,704.4375,2406.375,534.75,38.62,48.94
1.0,2121.9375,327.1875,2775,517.875,2805.9375,704.4375,2406.375,536.4375,38.65,48.91
1.1,2121.75,327.1875,2775,517.875,2805.9375,704.25,2406.375,536.25,38.62,48.86
1.2,2121.75,327.1875,2774.8125,517.875,2805.9375,704.25,2406.5625,536.0625,38.62,48.87
1.3,2121.5625,327.1875,2775,517.875,2805.9375,704.25,2406.5625,535.875,38.63,48.9
1.4,2121.75,327.1875,2775,517.875,2805.9375,704.25,2406.5625,535.3125,38.62,48.9
1.5,2121.75,327.1875,2775,518.0625,2805.9375,704.0625,2406.1875,536.25,38.61,48.9
1.6,2121.5625,327.1875,2775,517.6875,2805.9375,704.0625,2406.375,537,38.61,48.93
1.7,2121.75,327.1875,2774.8125,517.875,2805.9375,704.0625,2406.1875,535.6875,38.59,48.84
1.8,2121.5625,327.1875,2775,518.0625,2805.75,704.0625,2406.1875,535.6875,38.62,48.89
1.9,2121.5625,327.1875,2775,517.875,2805.9375,704.0625,2406.5625,536.4375,38.61,48.88
2.0,2121.5625,327.1875,2774.8125,517.875,2805.9375,704.0625,2406.375,536.625,38.62,48.87
2.1,2121.75,327.1875,2775,517.875,2805.9375,703.875,2406.1875,535.875,38.59,48.86
2.2,2121.75,327.1875,2775,518.0625,2805.9375,703.875,2406.1875,535.125,38.62,48.91
2.3,2121.75,327.1875,2774.8125,518.0625,2805.9375,703.875,2406,535.875,38.63,48.9
2.4,2121.9375,327.1875,2774.8125,518.0625,2805.9375,703.875,2406,536.4375,38.63,48.85
2.5,2121.5625,327.1875,2775,518.0625,2805.9375,703.875,2406.1875,535.5,38.61,48.87
2.6,2121.5625,327.1875,2775,518.0625,2805.9375,703.875,2406,535.6875,38.62,48.9
2.7,2121.75,327.1875,2775,518.0625,2805.9375,703.875,2406,537.75,38.62,48.87
2.8,2121.9375,327.1875,2775,518.0625,2806.125,703.875,2406,536.625,38.62,48.85
2.9,2121.9375,327.1875,2775,518.0625,2806.125,703.875,2406,537,38.62,48.85
3.0,2121.9375,327.1875,2774.8125,518.25,2806.125,704.0625,2406.1875,539.4375,38.63,48.89
3.1,2122.125,327.1875,2775,518.4375,2806.125,703.875,2406.1875,539.4375,38.65,48.85
3.2,2122.125,327.1875,2775,518.25,2806.3125,703.875,2405.8125,538.125,38.62,48.85
3.3,2122.3125,327.1875,2775,518.25,2806.3125,703.875,2406.1875,540.5625,38.63,48.89
3.4,2122.125,327.1875,2775,518.25,2806.5,703.875,2406.1875,540,38.62,48.87
3.5,2122.125,327.1875,2775,518.4375,2806.5,704.0625,2406.1875,539.8125,38.65,48.89
3.6,2122.3125,327.1875,2775,518.4375,2806.5,704.0625,2406,541.875,38.62,48.9
3.7,2122.3125,327.1875,2775,518.4375,2806.5,704.0625,2405.8125,542.0625,38.63,48.84
3.8,2122.5,327.1875,2775,518.625,2806.5,704.0625,2405.8125,540.9375,38.63,48.89
3.9,2122.3125,327.1875,2775,518.4375,2806.5,704.0625,2405.8125,543.5625,38.65,48.89
4.0,2122.5,327.1875,2775,518.4375,2806.5,704.0625,2405.625,542.8125,38.63,48.85
4.1,2122.5,327.1875,2775,518.625,2806.5,704.0625,2406,542.4375,38.63,48.89
4.2,2122.5,327.1875,2775,518.625,2806.6875,704.0625,2405.8125,542.25,38.65,48.92
4.3,2122.6875,327.1875,2775.1875,518.625,2806.6875,704.25,2406,541.125,38.62,48.9
4.4,2122.875,327.1875,2775.1875,518.625,2806.875,704.0625,2406,543.9375,38.63,48.87
4.5,2122.6875,327.1875,2775.1875,518.625,2806.875,704.25,2406.1875,543.375,38.63,48.92
4.6,2122.5,327.1875,2775.1875,518.8125,2807.0625,704.25,2406.1875,542.625,38.63,48.92
4.7,2122.6875,327.1875,2775.375,518.625,2807.25,704.4375,2406.375,545.25,38.62,48.93
4.8,2122.875,327.1875,2775.375,518.8125,2807.25,704.4375,2406.375,544.875,38.62,48.91
4.9,2122.875,327.1875,2775.375,518.8125,2807.25,704.4375,2406.5625,544.125,38.63,48.98
5.0,2122.875,327.1875,2775.5625,518.8125,2807.4375,704.4375,2406.375,545.25,38.62,48.94
5.1,2122.875,327.1875,2775.5625,519,2807.4375,704.4375,2406.1875,545.8125,38.62,48.91
5.2,2123.0625,327.1875,2775.5625,519,2807.4375,704.4375,2406.1875,545.25,38.65,48.99
5.3,2123.25,327.1875,2775.5625,518.8125,2807.4375,704.4375,2406.375,545.625,38.62,48.94
5.4,2123.25,327.1875,2775.5625,519,2807.4375,704.625,2406.5625,545.25,38.63,48.97
5.5,2123.25,327.1875,2775.5625,519.1875,2807.625,704.625,2406.75,545.8125,38.65,48.96
5.6,2123.25,327.1875,2775.75,518.8125,2807.625,704.625,2406.5625,545.625,38.62,48.97
5.7,2123.4375,327.1875,2775.9375,519,2807.625,704.625,2406.375,545.625,38.63,48.94
5.8,2123.4375,327.1875,2775.9375,519.1875,2807.8125,704.8125,2406.75,545.4375,38.63,48.96
5.9,2123.4375,327.1875,2775.9375,519.1875,2807.8125,704.8125,2406.75,546.1875,38.62,48.94
6.0,2123.625,327.1875,2775.9375,519.1875,2808,704.8125,2406.75,545.625,38.63,48.97
6.1,2123.625,327.1875,2775.9375,519,2808,705,2406.75,545.4375,38.63,48.98
6.2,2123.625,327.1875,2775.9375,519.1875,2808,705,2406.75,544.875,38.63,48.97
6.3,2123.8125,327.1875,2776.125,519.1875,2808,705,2406.9375,544.6875,38.62,49.01
6.4,2123.625,327.375,2776.125,519.1875,2808.1875,705.1875,2407.125,545.0625,38.62,48.97
6.5,2123.625,327.375,2776.125,519.1875,2808.1875,705.1875,2406.9375,544.5,38.63,49.01
6.6,2123.8125,327.1875,2776.3125,519.1875,2808.1875,705.1875,2407.125,544.5,38.63,48.97
6.7,2124,327.1875,2776.3125,519.1875,2808.1875,705.1875,2407.125,544.5,38.62,49.02
6.8,2124,327.1875,2776.3125,519.1875,2808.375,705.1875,2407.125,543.1875,38.63,49.02
6.9,2124,327.1875,2776.3125,519.375,2808.1875,705.375,2406.9375,543,38.62,48.98
7.0,2123.8125,327.1875,2776.5,519.1875,2808.1875,705.375,2406.9375,543,38.62,49.03
7.1,2124,327.1875,2776.5,519.1875,2808.1875,705.375,2407.125,544.125,38.63,49
7.2,2124.1875,327.1875,2776.3125,519.1875,2808.375,705.375,2407.125,544.125,38.62,48.97
7.3,2124.1875,327.1875,2776.5,519.1875,2808.375,705.375,2407.125,542.625,38.63,49.01
7.4,2124,327.1875,2776.5,519.1875,2808.375,705.375,2407.125,542.8125,38.63,49
7.5,2124.1875,327.375,2776.5,519.375,2808.375,705.5625,2406.9375,542.8125,38.62,49.03
7.6,2124.1875,327.1875,2776.5,519.1875,2808.375,705.5625,2406.75,541.3125,38.63,49.08
7.7,2124.1875,327.375,2776.6875,519.1875,2808.375,705.5625,2407.125,541.3125,38.66,49
