time(s),TGS 822,TGS 2612,TGS 2620,TGS 832,TGS 826 ,TGS 2603,TGS 2600,TGS 813,Temp,Humid
0.0,1267.125,306,2358.1875,320.4375,1404.1875,398.625,1749.9375,537.9375,37.01,43.32
0.1,1267.125,306,2358.1875,320.4375,1404,398.625,1749.75,538.3125,37.01,43.23
0.2,1267.125,306,2358.1875,320.625,1404,398.625,1749.75,538.5,37.01,43.24
0.3,1267.125,306,2358.1875,320.4375,1404,398.625,1749.75,538.5,37,43.26
0.4,1267.125,306,2358.1875,320.4375,1404,398.625,1749.9375,538.875,37.01,43.22
0.5,1267.3125,306,2358,320.4375,1403.8125,398.4375,1749.75,538.3125,37.03,43.26
0.6,1267.125,306,2358.1875,320.4375,1404,398.4375,1749.5625,537.5625,37.03,43.26
0.7,1267.125,306,2358,320.4375,1403.8125,398.4375,1749.9375,538.875,37.03,43.26
0.8,1267.125,306,2358,320.4375,1403.8125,398.4375,1749.75,538.3125,37,43.27
0.9,1267.125,306,2358.1875,320.4375,1403.8125,398.4375,1749.5625,537.375,37.01,43.23
1.0,1267.125,306,2358.1875,320.4375,1403.8125,398.4375,1749.5625,538.3125,37.01,43.26
1.1,1267.125,306,2358,320.4375,1403.8125,398.4375,1749.75,537.9375,37.03,43.23
1.2,1267.125,306,2358,320.4375,1403.8125,398.4375,1749.75,538.3125,37.04,43.25
1.3,1266.9375,306,2358,320.4375,1403.625,398.25,1749.5625,538.6875,37.03,43.23
1.4,1267.125,305.8125,2358,320.4375,1403.625,398.4375,1749.75,538.3125,37.04,43.26
1.5,1266.9375,306,2358,320.4375,1403.8125,398.4375,1749.5625,537.5625,37.05,43.28
1.6,1267.125,306,2358.1875,320.25,1403.625,398.25,1749.5625,538.125,37.01,43.26
1.7,1266.9375,305.8125,2358,320.4375,1403.625,398.4375,1749.75,536.25,37.01,43.24
1.8,1266.9375,306,2358,320.4375,1403.625,398.25,1749.75,537.1875,37,43.23
1.9,1266.9375,305.8125,2357.8125,320.4375,1403.625,398.25,1749.75,537.5625,37.04,43.29
2.0,1266.9375,306,2358,320.4375,1403.625,398.25,1749.5625,537.1875,37.05,43.22
2.1,1266.9375,305.8125,2358,320.25,1403.625,398.25,1749.5625,536.4375,37.03,43.23
2.2,1266.9375,305.8125,2358,320.25,1403.4375,398.0625,1749.5625,537.1875,37.03,43.23
2.3,1266.9375,306,2358,320.4375,1403.4375,398.0625,1749.375,536.625,37.05,43.23
2.4,1266.9375,306,2358,320.4375,1403.4375,397.875,1749.375,536.25,37.04,43.25
2.5,1266.75,306,2358,320.25,1403.25,398.0625,1749.5625,537,37.03,43.25
2.6,1266.75,305.8125,2357.8125,320.25,1403.25,398.0625,1749.375,536.8125,37.04,43.22
2.7,1266.75,305.8125,2357.8125,320.25,1403.25,397.875,1749.1875,536.8125,37.03,43.19
2.8,1266.75,305.8125,2357.8125,320.25,1403.25,397.875,1749.375,537,37.03,43.26
2.9,1266.75,305.8125,2357.8125,320.25,1403.25,397.875,1749.375,536.8125,37.03,43.19
3.0,1266.75,305.8125,2357.8125,320.25,1403.25,397.875,1749.1875,537,37.03,43.23
3.1,1266.75,305.8125,2357.8125,320.25,1403.0625,397.875,1749.1875,535.875,37.03,43.19
3.2,1266.75,305.8125,2357.8125,320.25,1403.25,397.875,1749.1875,536.0625,37.03,43.17
3.3,1266.5625,305.8125,2357.8125,320.25,1403.0625,397.6875,1749.1875,536.625,37.01,43.26
3.4,1266.75,306,2357.8125,320.25,1403.0625,397.6875,1749.1875,536.625,37.04,43.25
3.5,1266.5625,305.8125,2357.625,320.25,1403.0625,397.6875,1749.375,536.625,37.03,43.22
3.6,1266.5625,305.8125,2357.625,320.25,1403.0625,397.6875,1749.1875,536.625,37.01,43.2
3.7,1266.5625,305.8125,2357.8125,320.25,1402.875,397.6875,1749,536.25,37.03,43.19
3.8,1266.5625,306,2357.8125,320.25,1402.875,397.5,1749,536.4375,37.03,43.23
3.9,1266.5625,306,2357.625,320.25,1402.875,397.6875,1749.1875,536.625,37.03,43.22
4.0,1266.5625,306,2357.625,320.25,1402.875,397.5,1749.375,535.875,37.03,43.22
4.1,1266.5625,306,2357.625,320.25,1402.875,397.5,1749,536.4375,37.04,43.22
4.2,1266.375,306,2357.8125,320.25,1402.875,397.5,1749,535.875,37.04,43.22
