time(s),TGS 822,TGS 2612,TGS 2620,TGS 832,TGS 826 ,TGS 2603,TGS 2600,TGS 813,Temp,Humid
0.0,1597.5,307.125,2470.3125,391.3125,2192.8125,644.0625,1959.75,534.75,38.86,45.29
0.1,1597.5,307.125,2470.3125,391.3125,2192.8125,644.0625,1959.9375,535.125,38.79,45.43
0.2,1597.3125,307.125,2470.3125,391.3125,2192.8125,644.25,1959.9375,535.5,38.76,45.41
0.3,1597.5,307.125,2470.3125,391.3125,2192.8125,644.0625,1959.9375,535.3125,38.76,45.45
0.4,1597.3125,307.3125,2470.3125,391.3125,2192.8125,644.0625,1959.9375,534.75,38.78,45.46
0.5,1597.3125,307.125,2470.3125,391.5,2192.8125,644.0625,1959.9375,536.25,38.79,45.42
0.6,1597.3125,307.125,2470.3125,391.3125,2192.8125,644.0625,1959.9375,533.8125,38.78,45.44
0.7,1597.3125,307.125,2470.3125,391.3125,2192.8125,643.875,1959.75,534.5625,38.76,45.41
0.8,1597.125,307.125,2470.125,391.3125,2192.8125,643.875,1959.9375,534.9375,38.78,45.46
0.9,1597.3125,307.125,2470.125,391.3125,2192.625,643.875,1959.75,536.0625,38.79,45.47
1.0,1597.3125,307.125,2470.125,391.3125,2192.8125,643.875,1959.75,535.6875,38.78,45.42
1.1,1597.3125,307.125,2470.125,391.5,2192.625,643.875,1959.75,537,38.79,45.44
1.2,1597.3125,307.125,2470.125,391.3125,2192.625,643.6875,1959.5625,537.1875,38.8,45.43
1.3,1597.3125,307.125,2470.125,391.3125,2192.4375,643.875,1959.375,537.1875,38.79,45.42
1.4,1596.9375,307.125,2470.125,391.5,2192.625,643.6875,1959.375,539.625,38.79,45.4
1.5,1596.9375,307.125,2470.125,391.3125,2192.625,643.6875,1959.5625,538.5,38.78,45.46
1.6,1596.9375,307.125,2469.9375,391.3125,2192.4375,643.875,1959.1875,538.3125,38.8,45.4
1.7,1596.9375,307.125,2470.125,391.3125,2192.4375,643.6875,1959.375,541.3125,38.78,45.44
1.8,1597.125,307.125,2469.9375,391.3125,2192.4375,643.6875,1959.375,540.5625,38.79,45.4
1.9,1597.125,307.125,2469.9375,391.3125,2192.4375,643.6875,1959.375,540.375,38.79,45.43
2.0,1597.125,307.125,2469.9375,391.3125,2192.4375,643.6875,1959.375,542.8125,38.79,45.36
2.1,1596.9375,307.125,2469.9375,391.3125,2192.4375,643.6875,1959.5625,541.875,38.79,45.43
2.2,1597.125,307.125,2469.9375,391.3125,2192.625,643.6875,1959.375,542.4375,38.78,45.39
2.3,1597.125,307.125,2469.9375,391.3125,2192.4375,643.6875,1959.5625,543.1875,38.8,45.43
2.4,1596.9375,307.125,2469.9375,391.3125,2192.625,643.6875,1959.5625,544.3125,38.79,45.42
2.5,1596.9375,307.125,2469.9375,391.3125,2192.4375,643.5,1959.5625,543.1875,38.78,45.38
2.6,1596.9375,307.125,2469.9375,391.3125,2192.4375,643.6875,1959.5625,544.5,38.8,45.42
2.7,1596.9375,307.125,2469.75,391.3125,2192.625,643.5,1959.375,545.25,38.8,45.38
2.8,1597.125,307.125,2469.9375,391.3125,2192.4375,643.5,1959.5625,544.5,38.79,45.4
2.9,1597.125,307.125,2469.75,391.3125,2192.4375,643.5,1959.375,544.6875,38.79,45.38
3.0,1596.9375,307.125,2469.75,391.3125,2192.4375,643.5,1959.375,544.5,38.8,45.4
3.1,1596.9375,307.125,2469.75,391.3125,2192.4375,643.5,1959.375,545.0625,38.78,45.39
3.2,1596.75,307.125,2469.75,391.125,2192.4375,643.5,1959.375,544.6875,38.78,45.44
3.3,1596.75,307.125,2469.75,391.125,2192.4375,643.5,1959.375,545.0625,38.8,45.4
3.4,1596.75,307.125,2469.75,391.3125,2192.4375,643.5,1959.375,545.0625,38.8,45.37
3.5,1596.75,307.125,2469.5625,391.3125,2192.4375,643.5,1959.375,545.25,38.82,45.39
3.6,1596.75,307.125,2469.75,391.3125,2192.4375,643.5,1959.375,544.5,38.8,45.35
3.7,1596.75,307.125,2469.75,391.125,2192.4375,643.3125,1959.1875,545.0625,38.79,45.35
3.8,1596.75,307.125,2469.75,391.3125,2192.25,643.3125,1959,544.5,38.8,45.38
3.9,1596.5625,307.125,2469.5625,391.125,2192.25,643.3125,1959.1875,544.3125,38.8,45.35
4.0,1596.75,307.125,2469.75,391.125,2192.25,643.3125,1959,543.9375,38.78,45.38
4.1,1596.5625,307.125,2469.75,391.125,2192.25,643.3125,1959.1875,543.1875,38.8,45.35
4.2,1596.5625,307.125,2469.5625,391.125,2192.25,643.3125,1959.1875,544.3125,38.8,45.38
4.3,1596.5625,307.125,2469.5625,391.3125,2192.25,643.3125,1959.1875,540.1875,38.79,45.32
4.4,1596.75,307.125,2469.5625,391.3125,2192.25,643.3125,1959,541.6875,38.79,45.42
4.5,1596.75,307.125,2469.5625,391.3125,2192.25,643.3125,1959.375,541.6875,38.79,45.42
4.6,1596.5625,307.125,2469.5625,391.3125,2192.4375,643.3125,1959.1875,539.0625,38.8,45.35
4.7,1596.5625,307.125,2469.5625,391.125,2192.25,643.3125,1959.1875,539.8125,38.8,45.35
4.8,1596.5625,307.125,2469.5625,391.125,2192.25,643.3125,1959.1875,540.1875,38.8,45.39
4.9,1596.375,307.125,2469.375,391.125,2192.4375,643.3125,1959.375,536.25,38.78,45.38
5.0,1596.375,307.125,2469.375,391.125,2192.4375,643.3125,1959.1875,537.375,38.8,45.35
5.1,1596.375,307.125,2469.5625,391.125,2192.25,643.125,1959.1875,538.125,38.79,45.35
5.2,1596.5625,307.125,2469.375,391.125,2192.25,643.3125,1959.1875,532.875,38.78,45.38
5.3,1596.5625,307.125,2469.375,391.125,2192.25,643.125,1959.1875,533.625,38.79,45.35
