time(s),TGS 822,TGS 2612,TGS 2620,TGS 832,TGS 826 ,TGS 2603,TGS 2600,TGS 813,Temp,Humid
0.0,1469.0625,288.1875,2364.75,345.5625,1951.6875,500.25,1783.5,539.4375,36.12,38.38
0.1,1469.0625,288.1875,2364.9375,345.5625,1951.6875,500.25,1783.3125,539.8125,35.97,38.81
0.2,1469.0625,288.1875,2364.9375,345.5625,1951.6875,500.25,1783.5,539.8125,35.97,38.78
0.3,1469.0625,288.1875,2364.9375,345.5625,1951.6875,500.25,1783.6875,539.4375,35.99,38.73
0.4,1469.0625,288.1875,2364.9375,345.375,1951.6875,500.25,1783.6875,539.8125,35.96,38.77
0.5,1469.0625,288.1875,2365.125,345.5625,1951.6875,500.25,1783.875,539.4375,35.97,38.74
0.6,1469.0625,288.375,2365.125,345.375,1951.6875,500.25,1783.6875,539.8125,36,38.76
0.7,1469.0625,288.1875,2364.9375,345.5625,1951.6875,500.25,1783.6875,539.0625,35.99,38.78
0.8,1469.25,288.1875,2364.9375,345.5625,1951.6875,500.25,1783.6875,539.8125,35.99,38.81
0.9,1469.25,288.375,2365.125,345.375,1951.6875,500.25,1783.875,539.4375,36,38.78
1.0,1469.25,288.375,2364.9375,345.375,1951.6875,500.25,1783.6875,539.8125,35.97,38.81
1.1,1469.25,288.375,2365.125,345.375,1951.6875,500.4375,1783.6875,540.375,36,38.78
1.2,1469.25,288.375,2365.125,345.5625,1951.6875,500.25,1783.875,539.8125,36.01,38.79
1.3,1469.25,288.375,2365.125,345.5625,1951.6875,500.25,1783.875,539.4375,36,38.81
1.4,1469.4375,288.1875,2365.3125,345.5625,1951.6875,500.4375,1783.875,540,36,38.78
1.5,1469.25,288.375,2365.125,345.375,1951.6875,500.25,1783.875,539.4375,35.97,38.81
1.6,1469.4375,288.375,2365.3125,345.375,1951.6875,500.25,1784.0625,540.1875,36,38.78
1.7,1469.25,288.375,2365.3125,345.5625,1951.6875,500.4375,1784.0625,540.75,35.97,38.78
1.8,1469.4375,288.375,2365.3125,345.5625,1951.875,500.25,1784.25,539.8125,36,38.78
1.9,1469.25,288.375,2365.3125,345.5625,1951.875,500.4375,1784.4375,539.4375,35.99,38.81
2.0,1469.4375,288.375,2365.3125,345.375,1951.875,500.4375,1784.25,540,36,38.81
2.1,1469.4375,288.1875,2365.3125,345.5625,1951.875,500.4375,1784.4375,540.75,36,38.8
2.2,1469.4375,288.1875,2365.5,345.5625,1951.875,500.4375,1784.25,539.8125,35.99,38.8
2.3,1469.4375,288.1875,2365.5,345.5625,1952.0625,500.4375,1784.25,539.8125,35.97,38.78
2.4,1469.4375,288.1875,2365.5,345.5625,1951.875,500.4375,1784.0625,539.8125,36,38.74
2.5,1469.4375,288.1875,2365.3125,345.5625,1951.875,500.4375,1784.25,540,36,38.77
2.6,1469.4375,288.1875,2365.5,345.5625,1951.875,500.4375,1784.25,539.8125,35.99,38.75
2.7,1469.4375,288.375,2365.5,345.5625,1951.875,500.4375,1784.0625,539.4375,35.99,38.77
2.8,1469.625,288.375,2365.5,345.5625,1951.6875,500.4375,1784.0625,539.4375,36,38.77
2.9,1469.625,288.375,2365.5,345.75,1951.6875,500.4375,1784.25,539.4375,35.99,38.77
3.0,1469.4375,288.375,2365.5,345.5625,1951.6875,500.4375,1784.25,539.8125,35.99,38.78
3.1,1469.4375,288.375,2365.5,345.5625,1951.6875,500.4375,1784.0625,540,36,38.83
3.2,1469.4375,288.375,2365.5,345.5625,1951.6875,500.4375,1784.25,540.375,36,38.77
3.3,1469.4375,288.375,2365.5,345.375,1951.6875,500.4375,1784.25,539.8125,36.01,38.8
3.4,1469.4375,288.1875,2365.5,345.375,1951.6875,500.4375,1784.4375,540.75,36,38.76
3.5,1469.4375,288.1875,2365.5,345.375,1951.6875,500.4375,1784.625,540.375,36,38.77
3.6,1469.4375,288.375,2365.5,345.375,1951.6875,500.4375,1784.625,539.8125,36,38.77
3.7,1469.4375,288.375,2365.5,345.5625,1951.6875,500.4375,1784.4375,539.4375,36,38.77
3.8,1469.4375,288.1875,2365.5,345.375,1951.6875,500.4375,1784.625,539.4375,36,38.74
3.9,1469.4375,288.375,2365.5,345.375,1951.6875,500.4375,1784.4375,539.8125,35.99,38.77
4.0,1469.4375,288.1875,2365.6875,345.375,1951.6875,500.4375,1784.4375,540.375,35.97,38.74
4.1,1469.4375,288.1875,2365.5,345.375,1951.6875,500.4375,1784.625,539.4375,36,38.73
4.2,1469.4375,288.1875,2365.5,345.375,1951.6875,500.4375,1784.4375,540.375,36,38.73
4.3,1469.4375,288.375,2365.5,345.375,1951.875,500.4375,1784.4375,540.375,36.01,38.82
4.4,1469.4375,288.1875,2365.5,345.375,1951.875,500.4375,1784.25,539.0625,36,38.8
4.5,1469.4375,288.1875,2365.6875,345.375,1951.6875,500.25,1784.25,539.8125,36,38.74
4.6,1469.4375,288.1875,2365.5,345.375,1951.6875,500.25,1784.25,540.75,36.01,38.77
4.7,1469.625,288.1875,2365.6875,345.375,1951.6875,500.4375,1784.25,540,36,38.8
4.8,1469.625,288.1875,2365.6875,345.5625,1951.875,500.4375,1784.25,539.4375,36.01,38.72
4.9,1469.625,288.1875,2365.5,345.375,1951.6875,500.4375,1784.25,540.75,36,38.74
5.0,1469.625,288.1875,2365.5,345.375,1951.875,500.4375,1784.4375,540.375,35.99,38.71
