time(s),TGS 822,TGS 2612,TGS 2620,TGS 832,TGS 826 ,TGS 2603,TGS 2600,TGS 813,Temp,Humid
0.0,1429.125,326.0625,2391.1875,357.1875,1837.5,594.375,1739.25,537,37.59,39.84
0.1,1429.3125,326.25,2391.1875,357.1875,1837.5,594.5625,1739.25,536.4375,37.48,39.89
0.2,1429.3125,326.0625,2391.1875,357.1875,1837.6875,594.5625,1739.4375,538.125,37.48,39.9
0.3,1429.5,326.0625,2391.375,357.1875,1837.875,594.75,1739.4375,535.6875,37.48,39.92
0.4,1429.6875,326.0625,2391.1875,357.375,1837.6875,594.75,1739.4375,537,37.51,39.93
0.5,1429.5,326.0625,2391.1875,357.1875,1837.875,594.75,1739.25,536.4375,37.48,39.93
0.6,1429.6875,326.0625,2391.375,357.1875,1837.875,594.75,1739.625,537.1875,37.48,39.92
0.7,1429.6875,326.25,2391.5625,357.375,1837.875,594.9375,1739.8125,536.8125,37.48,39.92
0.8,1429.875,326.0625,2391.5625,357.375,1838.0625,594.9375,1739.8125,537.5625,37.48,39.92
0.9,1429.875,326.0625,2391.75,357.375,1838.0625,595.125,1739.8125,536.8125,37.47,39.93
1.0,1429.875,326.25,2391.75,357.375,1838.0625,595.125,1739.8125,536.8125,37.49,39.98
1.1,1430.0625,326.25,2391.9375,357.375,1838.0625,595.125,1739.8125,537.1875,37.48,39.97
1.2,1430.0625,326.0625,2391.9375,357.375,1838.0625,595.125,1740,536.8125,37.49,39.96
1.3,1430.0625,326.25,2392.125,357.375,1838.0625,595.125,1740.1875,536.8125,37.51,39.93
1.4,1430.0625,326.0625,2392.125,357.375,1838.0625,595.125,1740.1875,536.4375,37.48,39.96
1.5,1430.0625,326.0625,2392.125,357.375,1838.0625,595.3125,1740,536.8125,37.52,40.04
1.6,1430.0625,326.0625,2392.125,357.375,1838.0625,595.3125,1740.375,536.8125,37.49,40.02
1.7,1430.0625,326.0625,2392.3125,357.5625,1838.0625,595.3125,1740.1875,538.125,37.51,39.99
1.8,1430.0625,326.0625,2392.3125,357.375,1838.0625,595.3125,1740.1875,536.4375,37.48,39.99
1.9,1430.0625,326.25,2392.3125,357.375,1838.0625,595.3125,1740.1875,537.1875,37.51,39.99
2.0,1430.0625,326.0625,2392.5,357.375,1838.0625,595.3125,1740.1875,537.75,37.49,39.98
2.1,1430.25,326.0625,2392.5,357.375,1837.875,595.3125,1740.375,536.8125,37.51,39.96
2.2,1430.0625,326.25,2392.5,357.375,1837.875,595.3125,1740.1875,536.4375,37.51,40.02
2.3,1430.25,326.25,2392.5,357.1875,1837.875,595.3125,1740.375,537.1875,37.51,40.01
2.4,1430.0625,326.0625,2392.6875,357.375,1837.875,595.5,1740.5625,537.1875,37.52,39.96
2.5,1430.0625,326.0625,2392.6875,357.375,1837.875,595.5,1740.375,536.4375,37.51,39.98
2.6,1430.0625,326.25,2392.6875,357.375,1837.875,595.5,1740.375,536.4375,37.48,39.97
2.7,1430.0625,326.0625,2392.6875,357.375,1837.6875,595.5,1740.5625,537.375,37.49,39.98
2.8,1430.25,326.0625,2392.6875,357.1875,1837.6875,595.5,1740.5625,536.8125,37.51,39.96
2.9,1430.0625,326.0625,2392.6875,357.375,1837.6875,595.5,1740.5625,536.8125,37.49,39.93
3.0,1430.0625,326.0625,2392.6875,357.1875,1837.6875,595.5,1740.75,536.8125,37.51,39.92
3.1,1430.0625,326.0625,2392.875,357.1875,1837.6875,595.5,1740.5625,537.1875,37.51,39.95
