time(s),TGS 822,TGS 2612,TGS 2620,TGS 832,TGS 826 ,TGS 2603,TGS 2600,TGS 813,Temp,Humid
0.0,2086.875,359.0625,2806.6875,507.9375,2052.5625,1120.875,2610.1875,533.4375,38.35,48.44
0.1,2087.0625,359.0625,2806.6875,508.125,2052.75,1120.875,2610.1875,533.4375,38.21,49.71
0.2,2087.0625,359.0625,2806.5,508.125,2052.9375,1120.875,2610.5625,533.625,38.23,49.73
0.3,2087.25,359.0625,2806.6875,508.125,2053.3125,1120.875,2610.9375,534.5625,38.23,49.74
0.4,2087.25,359.0625,2806.6875,508.3125,2053.6875,1121.0625,2611.3125,533.0625,38.23,49.74
0.5,2087.4375,359.0625,2806.6875,508.5,2054.0625,1121.0625,2611.6875,534,38.21,49.78
0.6,2087.4375,359.0625,2806.5,508.3125,2054.8125,1120.875,2611.875,534.5625,38.21,49.71
0.7,2087.4375,359.0625,2806.6875,508.3125,2055,1121.0625,2612.0625,534.1875,38.24,49.74
0.8,2087.625,359.0625,2806.5,508.3125,2055.375,1120.875,2612.25,534.1875,38.21,49.69
0.9,2087.625,359.0625,2806.6875,508.3125,2055.75,1120.875,2612.4375,533.25,38.24,49.74
1.0,2087.625,359.0625,2806.6875,508.5,2056.125,1120.875,2612.8125,535.125,38.23,49.67
1.1,2087.625,359.0625,2806.6875,508.5,2056.3125,1120.875,2612.8125,535.125,38.23,49.75
1.2,2087.625,358.875,2806.6875,508.5,2056.875,1120.875,2613.5625,536.25,38.24,49.75
1.3,2087.625,359.0625,2806.6875,508.5,2057.25,1120.875,2613.9375,536.25,38.23,49.7
1.4,2087.625,359.0625,2806.5,508.3125,2057.625,1120.875,2614.6875,536.0625,38.23,49.73
1.5,2087.4375,359.0625,2806.6875,508.5,2058.1875,1121.0625,2615.4375,535.5,38.23,49.73
1.6,2087.625,359.0625,2806.6875,508.3125,2058.5625,1121.0625,2616.1875,537.375,38.24,49.7
1.7,2087.625,359.0625,2806.6875,508.3125,2059.125,1121.0625,2616.375,537.5625,38.24,49.7
1.8,2087.4375,359.0625,2806.5,508.3125,2059.5,1120.875,2616.9375,539.25,38.26,49.76
1.9,2087.25,359.0625,2806.5,508.125,2059.875,1120.875,2617.5,542.625,38.27,49.7
2.0,2087.4375,359.0625,2806.6875,508.125,2060.25,1120.875,2617.875,542.8125,38.24,49.67
2.1,2087.0625,359.0625,2806.5,507.9375,2060.625,1120.875,2618.4375,542.625,38.26,49.72
2.2,2087.0625,359.0625,2806.5,507.9375,2061,1120.6875,2618.625,546,38.21,49.68
2.3,2087.0625,359.0625,2806.5,507.9375,2061.1875,1120.6875,2619.1875,546.375,38.23,49.68
2.4,2087.0625,358.875,2806.6875,507.9375,2061.5625,1120.6875,2619.9375,546.5625,38.24,49.68
2.5,2086.875,359.0625,2806.5,507.9375,2061.75,1120.5,2620.125,546.1875,38.26,49.69
2.6,2086.875,358.875,2806.5,507.9375,2062.125,1120.3125,2620.125,547.3125,38.26,49.73
2.7,2086.875,359.0625,2806.5,507.75,2062.3125,1120.125,2620.125,546.5625,38.26,49.69
2.8,2086.875,359.0625,2806.5,507.75,2062.5,1119.9375,2620.3125,544.5,38.24,49.7
2.9,2086.875,359.0625,2806.5,507.75,2062.6875,1119.9375,2621.0625,543.5625,38.24,49.68
3.0,2086.875,359.0625,2806.5,507.5625,2063.0625,1119.75,2621.4375,543,38.24,49.73
3.1,2086.6875,359.0625,2806.5,507.75,2063.25,1119.75,2621.4375,538.3125,38.26,49.72
3.2,2086.3125,358.875,2806.3125,507.5625,2063.4375,1119.375,2621.25,537.1875,38.23,49.73
3.3,2086.3125,358.875,2806.5,507.375,2063.4375,1119,2621.0625,537,38.24,49.68
3.4,2086.3125,358.875,2806.3125,507.375,2063.4375,1118.8125,2621.25,532.875,38.23,49.68
3.5,2086.3125,359.0625,2806.3125,507.375,2063.4375,1118.625,2621.25,532.6875,38.24,49.7
3.6,2086.125,358.875,2806.3125,507.375,2063.4375,1118.4375,2621.0625,533.4375,38.26,49.74
3.7,2086.125,359.0625,2806.5,507.1875,2063.4375,1118.0625,2621.0625,533.0625,38.24,49.7
3.8,2086.3125,358.875,2806.3125,507.1875,2063.625,1118.25,2622,532.6875,38.24,49.66
3.9,2086.3125,358.875,2806.3125,507.375,2063.8125,1118.25,2622.5625,533.625,38.24,49.68
4.0,2086.3125,359.0625,2806.3125,507,2064,1117.875,2622.1875,534.5625,38.24,49.73
4.1,2085.9375,358.875,2806.5,507,2064.1875,1117.5,2621.8125,533.8125,38.26,49.72
4.2,2085.75,358.875,2806.3125,506.8125,2064,1117.3125,2621.4375,533.8125,38.24,49.68
4.3,2085.75,358.875,2806.3125,506.8125,2063.8125,1116.9375,2621.25,534.1875,38.26,49.69
4.4,2085.75,358.875,2806.3125,506.8125,2063.8125,1116.5625,2620.875,534.5625,38.24,49.74
4.5,2085.5625,359.0625,2806.125,506.8125,2063.8125,1116.375,2620.875,534.5625,38.26,49.72
4.6,2085.5625,358.875,2806.3125,506.8125,2063.625,1116,2620.3125,535.125,38.24,49.72
4.7,2085.375,358.875,2806.3125,507,2063.4375,1115.8125,2620.3125,535.5,38.26,49.76
4.8,2085.375,358.875,2806.3125,506.8125,2063.25,1115.625,2620.6875,537,38.27,49.74
4.9,2085.5625,358.875,2806.125,506.8125,2063.25,1115.4375,2620.6875,537.375,38.23,49.74
5.0,2085.5625,358.875,2806.125,506.625,2063.4375,1115.4375,2621.4375,536.25,38.26,49.76
5.1,2085.5625,358.875,2806.125,506.625,2063.625,1115.25,2621.8125,536.625,38.26,49.74
5.2,2085.1875,358.875,2806.125,506.625,2063.8125,1115.25,2622.375,537.375,38.24,49.7
5.3,2085.375,358.875,2806.125,506.625,2064,1115.0625,2622.1875,538.125,38.26,49.74
5.4,2085.375,358.875,2806.125,506.8125,2064,1114.6875,2622.1875,541.5,38.24,49.75
5.5,2085.1875,358.875,2806.3125,506.625,2064,1114.5,2622.1875,541.875,38.26,49.77
5.6,2085,358.875,2806.125,506.625,2064,1114.3125,2622,542.625,38.27,49.73
5.7,2084.8125,358.6875,2806.125,506.625,2064,1114.125,2622.75,545.625,38.23,49.74
5.8,2084.8125,358.875,2806.125,506.4375,2064.1875,1114.125,2622.9375,546,38.26,49.76
5.9,2084.8125,358.875,2806.125,506.4375,2064.375,1113.9375,2623.125,546.375,38.24,49.77
6.0,2084.625,358.875,2806.125,506.4375,2064.375,1113.75,2623.3125,546.1875,38.23,49.74
6.1,2084.8125,358.875,2806.125,506.625,2064.5625,1113.5625,2623.5,546.375,38.26,49.77
6.2,2084.8125,358.875,2806.125,506.25,2064.75,1113.375,2623.3125,546.375,38.26,49.7
6.3,2084.8125,358.875,2806.125,506.25,2064.75,1113,2622.75,544.125,38.24,49.74
6.4,2084.625,358.875,2805.9375,506.0625,2064.5625,1112.8125,2623.3125,544.3125,38.24,49.79
6.5,2084.625,358.6875,2805.9375,506.25,2064.5625,1112.625,2623.5,543.9375,38.24,49.78
6.6,2084.4375,358.875,2806.125,506.25,2064.75,1112.625,2623.6875,537.9375,38.27,49.77
6.7,2084.4375,358.875,2806.125,506.25,2064.9375,1112.4375,2624.0625,536.625,38.26,49.73
6.8,2084.4375,358.875,2806.125,506.0625,2064.9375,1112.25,2624.0625,533.0625,38.24,49.72
6.9,2084.4375,358.875,2806.125,506.0625,2065.125,1112.25,2624.8125,533.25,38.23,49.75
7.0,2084.25,358.875,2806.125,506.0625,2065.3125,1112.0625,2625,532.5,38.24,49.77
7.1,2084.25,358.875,2805.9375,506.0625,2065.3125,1111.875,2624.625,533.25,38.24,49.72
7.2,2083.875,358.6875,2805.9375,506.0625,2065.5,1111.5,2624.625,532.875,38.24,49.78
7.3,2083.875,358.875,2805.9375,505.875,2065.5,1111.3125,2624.625,533.625,38.24,49.77
7.4,2083.875,358.6875,2806.125,506.0625,2065.5,1111.125,2624.625,534.375,38.26,49.84
7.5,2083.6875,358.875,2806.125,506.0625,2065.5,1110.9375,2624.4375,534,38.24,49.81
7.6,2083.6875,358.6875,2806.125,506.0625,2065.3125,1110.75,2624.8125,534.5625,38.23,49.71
7.7,2083.5,358.875,2806.125,506.0625,2065.5,1110.5625,2624.8125,533.8125,38.23,49.74
7.8,2083.5,358.6875,2806.125,505.875,2065.5,1110.5625,2624.8125,534.375,38.24,49.78
7.9,2083.5,358.6875,2805.9375,506.0625,2065.6875,1110.1875,2625,533.25,38.24,49.77
8.0,2083.5,358.875,2806.125,506.0625,2065.875,1110.1875,2625.1875,534.9375,38.27,49.78
8.1,2083.3125,358.875,2806.125,505.875,2065.875,1110,2625.1875,535.6875,38.24,49.77
8.2,2083.5,358.875,2806.125,505.875,2066.0625,1109.8125,2625,535.5,38.26,49.77
8.3,2083.875,358.875,2806.125,505.875,2065.875,1109.4375,2624.8125,536.0625,38.21,49.79
8.4,2083.6875,358.875,2806.125,505.875,2065.875,1109.4375,2625.1875,536.25,38.26,49.81
8.5,2083.6875,358.875,2806.125,505.875,2066.0625,1109.25,2625.375,536.625,38.26,49.81
8.6,2083.6875,358.875,2806.125,505.875,2066.0625,1109.0625,2625.1875,537.9375,38.24,49.75
8.7,2083.6875,358.875,2806.125,505.875,2066.0625,1108.5,2624.0625,538.3125,38.26,49.74
8.8,2083.5,358.875,2806.125,505.875,2065.6875,1108.3125,2623.3125,539.625,38.26,49.81
8.9,2083.5,358.875,2806.125,506.0625,2065.5,1107.75,2622.5625,542.625,38.24,49.78
9.0,2083.5,358.875,2806.125,506.0625,2065.125,1107.375,2621.625,543.9375,38.24,49.78
9.1,2083.5,358.6875,2806.125,505.875,2064.75,1107.1875,2621.0625,544.5,38.23,49.79
9.2,2083.3125,358.875,2806.125,505.875,2064.5625,1107,2620.5,546.5625,38.26,49.78
9.3,2083.3125,358.875,2806.125,505.875,2064.1875,1106.625,2619.9375,546.75,38.27,49.83
9.4,2083.3125,358.875,2806.125,505.875,2063.8125,1106.25,2618.8125,545.8125,38.24,49.82
9.5,2083.3125,358.875,2806.125,505.875,2063.4375,1106.0625,2618.625,546.5625,38.27,49.83
9.6,2083.5,358.875,2806.125,505.875,2063.0625,1105.875,2617.875,545.8125,38.26,49.85
