time(s),TGS 822,TGS 2612,TGS 2620,TGS 832,TGS 826 ,TGS 2603,TGS 2600,TGS 813,Temp,Humid
0.0,1644.375,301.3125,2374.875,399.75,2324.625,1029.9375,1800.1875,536.625,37.21,38.69
0.1,1644.1875,301.3125,2374.875,399.5625,2324.625,1029.9375,1800.375,536.4375,36.97,39.29
0.2,1644.1875,301.3125,2374.6875,399.75,2324.625,1029.75,1800,536.8125,36.96,39.33
0.3,1644,301.3125,2374.875,399.5625,2324.4375,1029.75,1800,537.1875,36.97,39.31
0.4,1644,301.3125,2374.875,399.75,2324.25,1029.75,1800.1875,536.4375,36.97,39.29
0.5,1644,301.3125,2374.875,399.5625,2324.4375,1029.75,1800.1875,537.5625,36.96,39.32
0.6,1644,301.3125,2374.875,399.5625,2324.25,1029.5625,1800.1875,537,36.97,39.32
0.7,1643.8125,301.3125,2374.6875,399.5625,2324.25,1029.5625,1800.1875,537,36.98,39.3
0.8,1643.8125,301.3125,2374.6875,399.5625,2324.0625,1029.5625,1800.375,537,36.98,39.35
0.9,1643.8125,301.125,2374.6875,399.5625,2324.25,1029.5625,1800.375,537.5625,36.98,39.28
1.0,1643.625,301.3125,2374.6875,399.5625,2324.0625,1029.375,1800.1875,537.9375,37,39.28
1.1,1643.625,301.3125,2374.6875,399.75,2324.0625,1029.1875,1800.1875,537.75,36.98,39.25
1.2,1643.4375,301.3125,2374.5,399.5625,2323.875,1029.1875,1800,537.9375,36.98,39.27
1.3,1643.4375,301.3125,2374.5,399.5625,2323.875,1029.1875,1800,537.5625,36.98,39.27
1.4,1643.4375,301.3125,2374.5,399.5625,2323.6875,1029.1875,1800,537.9375,36.98,39.27
1.5,1643.4375,301.3125,2374.5,399.375,2323.6875,1029,1800,538.3125,36.98,39.28
1.6,1643.25,301.3125,2374.5,399.375,2323.6875,1028.8125,1799.8125,538.125,36.98,39.25
1.7,1643.25,301.3125,2374.5,399.375,2323.6875,1028.8125,1800,537.75,36.97,39.26
1.8,1643.25,301.3125,2374.3125,399.5625,2323.5,1028.8125,1800.1875,537.5625,36.97,39.25
1.9,1643.0625,301.3125,2374.5,399.375,2323.6875,1028.625,1800,537.375,36.98,39.24
2.0,1643.25,301.3125,2374.3125,399.375,2323.6875,1028.625,1799.625,538.3125,37,39.27
2.1,1643.0625,301.3125,2374.3125,399.375,2323.6875,1028.4375,1799.8125,537.75,36.98,39.22
2.2,1643.0625,301.3125,2374.3125,399.375,2323.5,1028.4375,1799.625,537.9375,36.97,39.26
2.3,1643.0625,301.125,2374.3125,399.1875,2323.5,1028.25,1799.4375,537.9375,37,39.24
2.4,1643.0625,301.3125,2374.125,399.375,2323.5,1028.25,1799.625,537.5625,37,39.22
2.5,1643.0625,301.3125,2374.3125,399.375,2323.3125,1028.25,1799.4375,538.875,37.01,39.24
2.6,1643.0625,301.3125,2374.3125,399.375,2323.3125,1028.0625,1799.4375,538.6875,36.97,39.21
2.7,1642.875,301.125,2374.125,399.375,2323.3125,1028.25,1799.4375,538.3125,37,39.25
2.8,1642.875,301.3125,2374.125,399.375,2323.3125,1028.25,1799.4375,539.25,36.97,39.22
2.9,1642.875,301.3125,2374.125,399.375,2323.3125,1028.0625,1799.625,538.6875,36.97,39.24
3.0,1642.875,301.3125,2373.9375,399.5625,2323.3125,1028.0625,1799.4375,538.6875,36.98,39.27
3.1,1642.875,301.3125,2374.125,399.1875,2323.3125,1028.0625,1799.625,539.0625,36.98,39.22
3.2,1642.875,301.3125,2374.125,399.375,2323.3125,1027.875,1799.4375,539.25,36.98,39.24
3.3,1642.875,301.125,2374.125,399.375,2323.3125,1028.0625,1799.4375,538.6875,36.98,39.24
3.4,1642.875,301.3125,2373.9375,399.5625,2323.125,1027.6875,1799.25,539.0625,36.98,39.22
3.5,1642.875,301.3125,2373.9375,399.375,2323.125,1027.6875,1799.25,538.6875,36.98,39.24
3.6,1642.875,301.125,2373.9375,399.375,2323.125,1027.875,1799.4375,539.0625,36.97,39.22
3.7,1642.875,301.3125,2373.9375,399.375,2323.125,1027.6875,1799.25,539.8125,37,39.24
3.8,1642.875,301.125,2373.9375,399.375,2322.9375,1027.6875,1799.25,539.25,37.01,39.26
3.9,1643.0625,301.3125,2373.9375,399.375,2323.125,1027.6875,1799.4375,538.6875,37,39.24
4.0,1642.875,301.125,2373.9375,399.375,2322.9375,1027.6875,1799.4375,539.4375,37,39.24
4.1,1642.875,301.3125,2373.9375,399.375,2322.9375,1027.6875,1799.25,539.4375,36.98,39.22
4.2,1642.875,301.3125,2373.75,399.375,2322.9375,1027.5,1799.4375,539.8125,37,39.22
4.3,1642.875,301.3125,2373.9375,399.1875,2322.9375,1027.6875,1799.25,539.0625,36.98,39.24
4.4,1642.6875,301.125,2373.9375,399.375,2322.9375,1027.6875,1799.25,539.0625,36.97,39.26
4.5,1642.875,301.3125,2374.125,399.1875,2322.75,1027.5,1799.4375,539.625,37,39.21
4.6,1642.875,301.3125,2374.125,399.5625,2322.9375,1027.6875,1799.625,538.6875,36.98,39.24
4.7,1642.875,301.3125,2373.9375,399.5625,2322.9375,1027.6875,1799.625,538.6875,36.97,39.25
4.8,1642.875,301.3125,2374.125,399.375,2322.9375,1027.5,1799.4375,538.6875,37,39.27
4.9,1642.875,301.3125,2373.9375,399.375,2322.9375,1027.5,1799.4375,538.3125,37,39.24
5.0,1642.875,301.3125,2373.75,399.375,2322.75,1027.5,1799.4375,539.25,37,39.28
5.1,1642.875,301.3125,2373.75,399.5625,2322.75,1027.5,1799.25,539.25,36.98,39.27
5.2,1642.875,301.125,2373.9375,399.375,2322.75,1027.5,1799.4375,539.25,37.01,39.22
5.3,1642.875,301.125,2373.75,399.375,2322.75,1027.5,1799.4375,538.875,36.98,39.22
5.4,1642.6875,301.3125,2373.9375,399.375,2322.5625,1027.3125,1799.4375,538.3125,37.01,39.31
5.5,1642.6875,301.3125,2373.75,399.1875,2322.5625,1027.3125,1799.25,539.8125,37.01,39.3
5.6,1642.6875,301.3125,2373.75,399.375,2322.5625,1027.3125,1799.0625,538.875,36.98,39.28
5.7,1642.5,301.125,2373.9375,399.375,2322.5625,1027.3125,1799.25,540.75,36.98,39.3
5.8,1642.6875,301.3125,2373.75,399.375,2322.5625,1027.3125,1799.25,539.8125,37,39.27
5.9,1642.6875,301.125,2373.9375,399.5625,2322.375,1027.3125,1799.0625,540.375,37,39.25
6.0,1642.6875,301.125,2373.9375,399.375,2322.375,1027.3125,1799.0625,540.5625,36.98,39.22
6.1,1642.5,301.125,2373.75,399.1875,2322.1875,1027.3125,1799.0625,540,36.98,39.31
6.2,1642.5,301.3125,2373.9375,399.1875,2322.1875,1027.125,1799.0625,540.375,37.01,39.33
6.3,1642.5,301.125,2373.9375,399.375,2322,1027.125,1799.25,540.9375,36.98,39.27
6.4,1642.5,301.125,2373.75,399.1875,2322,1027.125,1798.875,541.3125,37,39.31
6.5,1642.5,301.125,2373.9375,399.1875,2321.8125,1026.9375,1798.875,540.9375,37.01,39.26
6.6,1642.5,301.125,2373.9375,399.1875,2321.8125,1026.9375,1798.875,541.875,37,39.3
6.7,1642.5,301.125,2373.9375,399.1875,2321.8125,1026.9375,1799.0625,540.9375,37.01,39.27
6.8,1642.6875,301.125,2373.9375,399.1875,2321.625,1026.9375,1799.0625,541.3125,36.98,39.25
6.9,1642.5,301.125,2373.9375,399.1875,2321.625,1026.75,1799.0625,541.6875,37.01,39.28
7.0,1642.5,301.125,2373.9375,399.375,2321.625,1026.9375,1799.25,541.6875,37,39.24
7.1,1642.5,301.125,2373.9375,399.1875,2321.625,1026.75,1799.25,541.3125,37.01,39.3
7.2,1642.5,301.125,2373.75,399.1875,2321.4375,1026.5625,1799.25,542.25,37,39.3
7.3,1642.5,301.125,2373.75,399.1875,2321.4375,1026.5625,1799.0625,541.6875,37,39.33
7.4,1642.5,301.3125,2373.75,399.375,2321.25,1026.5625,1799.0625,541.6875,36.97,39.31
7.5,1642.5,301.125,2373.75,399.375,2321.25,1026.5625,1798.875,541.875,37,39.22
7.6,1642.5,301.3125,2373.9375,399.1875,2321.0625,1026.375,1798.875,541.6875,36.98,39.28
7.7,1642.5,301.125,2373.9375,399.1875,2321.0625,1026.375,1799.0625,542.4375,37.01,39.34
7.8,1642.3125,301.125,2373.9375,399.1875,2321.0625,1026.375,1799.0625,541.3125,37,39.31
7.9,1642.3125,301.125,2373.9375,399.375,2320.875,1026.375,1798.875,541.6875,37,39.31
8.0,1642.3125,301.125,2373.75,399.1875,2320.6875,1026.1875,1798.875,541.6875,37.01,39.39
8.1,1642.3125,301.125,2373.9375,399.1875,2320.6875,1026.1875,1798.875,541.3125,36.98,39.25
8.2,1642.3125,301.125,2373.75,399.1875,2320.6875,1026.1875,1798.875,541.875,37,39.33
8.3,1642.3125,301.125,2373.9375,399.1875,2320.6875,1026.1875,1798.6875,542.625,36.98,39.25
8.4,1642.3125,301.125,2373.9375,399.1875,2320.6875,1026.1875,1799.0625,541.3125,37,39.31
8.5,1642.125,301.125,2373.75,399.1875,2320.5,1026.1875,1798.6875,542.25,37,39.27
8.6,1642.3125,301.125,2373.75,399.1875,2320.5,1026.1875,1798.875,541.125,36.98,39.32
8.7,1642.3125,301.3125,2373.9375,399.1875,2320.3125,1026,1798.6875,540.9375,37,39.28
8.8,1642.3125,301.125,2373.9375,399.1875,2320.3125,1026,1798.875,541.3125,37,39.3
8.9,1642.3125,301.125,2373.9375,399.1875,2320.125,1026,1798.875,540,36.98,39.28
9.0,1642.125,301.125,2373.9375,399.1875,2320.125,1026,1798.875,540.375,37,39.33
9.1,1642.125,301.125,2373.9375,399.1875,2320.125,1026,1799.0625,540.75,37,39.27
9.2,1642.125,301.125,2373.9375,399.1875,2320.3125,1026,1799.0625,539.25,37,39.25
9.3,1642.125,301.125,2373.75,399.1875,2320.125,1025.8125,1798.875,539.8125,37.01,39.31
9.4,1642.125,301.125,2373.9375,399.1875,2320.125,1025.8125,1798.875,540,37.01,39.3
9.5,1641.9375,301.125,2373.9375,399.1875,2319.9375,1025.8125,1798.875,538.3125,37.04,39.3
9.6,1641.9375,301.125,2373.75,399.1875,2320.125,1025.8125,1799.0625,538.3125,37.01,39.28
9.7,1642.125,301.125,2373.75,399.1875,2319.9375,1025.8125,1798.875,538.6875,36.97,39.28
9.8,1642.125,301.125,2373.75,399.1875,2319.9375,1025.8125,1798.875,538.125,37,39.34
9.9,1642.125,301.125,2373.75,399.1875,2319.9375,1025.8125,1798.875,537,37,39.31
10.0,1641.9375,301.125,2373.9375,399.1875,2319.9375,1025.625,1799.0625,538.125,37.03,39.33
10.1,1641.9375,301.125,2373.75,399.1875,2319.75,1025.625,1798.875,536.8125,36.98,39.3
10.2,1641.9375,301.125,2373.75,399,2319.75,1025.625,1799.0625,537.375,37.03,39.27
10.3,1641.9375,301.125,2373.75,399.1875,2319.75,1025.625,1799.0625,537,37.03,39.27
10.4,1641.9375,301.3125,2373.75,399.1875,2319.75,1025.625,1799.0625,536.25,37,39.31
10.5,1641.9375,301.125,2373.5625,399.1875,2319.75,1025.625,1799.0625,536.0625,37,39.28
10.6,1641.9375,301.125,2373.75,399,2319.75,1025.625,1799.0625,536.4375,36.98,39.24
10.7,1641.75,301.125,2373.75,399.1875,2319.5625,1025.625,1799.0625,534.5625,37.01,39.26
10.8,1641.75,301.3125,2373.75,399.1875,2319.5625,1025.625,1799.0625,535.875,37,39.27
10.9,1641.75,301.125,2373.9375,399.1875,2319.5625,1025.4375,1798.875,535.5,37.01,39.3
11.0,1641.75,301.3125,2373.75,399.1875,2319.75,1025.4375,1799.25,535.3125,37,39.28
11.1,1641.75,301.125,2373.9375,399.1875,2319.5625,1025.4375,1799.0625,535.6875,37.04,39.29
11.2,1641.75,301.125,2373.75,399.1875,2319.5625,1025.4375,1799.0625,535.6875,37.01,39.28
11.3,1641.75,301.125,2373.75,399.1875,2319.5625,1025.4375,1798.875,535.6875,37.01,39.27
11.4,1641.5625,301.125,2373.75,399,2319.375,1025.4375,1798.875,535.5,37,39.25
11.5,1641.5625,301.125,2373.5625,399,2319.375,1025.25,1798.6875,535.3125,37,39.27
11.6,1641.5625,301.125,2373.5625,399.1875,2319.1875,1025.25,1798.6875,535.125,37,39.33
11.7,1641.5625,301.125,2373.5625,399.1875,2319.375,1025.25,1798.875,535.125,37.01,39.31
11.8,1641.5625,301.125,2373.5625,399.1875,2319.375,1025.25,1799.0625,534.5625,37,39.34
11.9,1641.5625,301.125,2373.5625,399.1875,2319.375,1025.25,1799.25,535.6875,37,39.28
12.0,1641.375,301.125,2373.5625,399.1875,2319.375,1025.25,1799.25,535.3125,37,39.24
12.1,1641.375,301.125,2373.5625,399.1875,2319.375,1025.0625,1799.25,535.5,37.01,39.22
12.2,1641.375,301.125,2373.5625,399,2319.375,1025.0625,1799.4375,535.3125,37.01,39.28
12.3,1641.1875,301.125,2373.5625,399,2319.375,1025.0625,1799.4375,535.3125,37.01,39.27
12.4,1641.1875,301.125,2373.5625,399.1875,2319.375,1024.875,1799.25,535.875,37.01,39.22
12.5,1641.1875,301.125,2373.5625,399,2319.1875,1024.875,1799.25,536.4375,37.03,39.22
12.6,1641.1875,301.125,2373.5625,399,2319.1875,1024.875,1799.4375,536.4375,37,39.25
12.7,1641.1875,301.125,2373.1875,399,2319.375,1024.875,1799.4375,536.0625,37,39.21
12.8,1641,301.125,2373.5625,398.8125,2319.1875,1024.6875,1799.25,536.0625,37,39.27
12.9,1641,301.125,2373.375,398.8125,2319.1875,1024.5,1799.25,536.25,37.01,39.27
13.0,1641,301.125,2373.375,398.8125,2319,1024.5,1799.0625,537.5625,37.01,39.26
13.1,1641,301.125,2373.375,398.8125,2319,1024.5,1799.25,537.1875,37.01,39.24
13.2,1640.8125,301.125,2373.375,398.8125,2319,1024.3125,1799.0625,536.8125,37,39.24
13.3,1640.8125,301.125,2373.375,398.8125,2319,1024.3125,1799.25,537.5625,37.01,39.27
13.4,1640.8125,301.125,2373.1875,398.8125,2318.8125,1024.3125,1799.25,537.75,37.01,39.24
13.5,1640.8125,301.125,2373.1875,398.8125,2319,1024.125,1799.25,537.5625,37.01,39.2
13.6,1640.8125,301.125,2373.1875,398.625,2319,1024.125,1799.0625,537.9375,37.01,39.26
13.7,1640.625,301.125,2373.1875,398.8125,2318.8125,1023.9375,1799.0625,537.5625,37,39.19
13.8,1640.625,301.125,2373,398.625,2318.8125,1024.125,1799.0625,537.5625,37,39.22
13.9,1640.625,301.125,2373,398.625,2318.8125,1023.75,1799.25,537.375,37.03,39.26
14.0,1640.625,301.125,2373,398.625,2318.8125,1023.75,1799.25,538.3125,37.03,39.26
14.1,1640.4375,301.125,2372.8125,398.625,2318.8125,1023.75,1799.25,537.9375,37,39.19
14.2,1640.4375,301.125,2372.8125,398.625,2318.8125,1023.5625,1799.25,537.9375,37.01,39.22
14.3,1640.4375,301.125,2372.8125,398.8125,2318.8125,1023.5625,1799.25,537.9375,37.01,39.21
14.4,1640.4375,301.125,2372.8125,398.625,2318.8125,1023.5625,1799.0625,538.3125,37.03,39.2
14.5,1640.25,301.125,2372.8125,398.625,2318.8125,1023.375,1799.0625,538.125,37.03,39.2
