time(s),TGS 822,TGS 2612,TGS 2620,TGS 832,TGS 826 ,TGS 2603,TGS 2600,TGS 813,Temp,Humid
0.0,1065.375,283.6875,2276.4375,315.9375,1320.75,363.75,1657.6875,532.3125,40.26,47.24
0.1,1065.375,283.6875,2276.4375,315.9375,1320.75,363.75,1657.875,533.0625,40.2,47.18
0.2,1065.375,283.6875,2276.25,315.9375,1320.75,363.5625,1657.6875,532.5,40.21,47.14
0.3,1065.375,283.6875,2276.25,315.9375,1320.75,363.5625,1657.875,533.0625,40.2,47.14
0.4,1065.1875,283.6875,2276.25,315.9375,1320.5625,363.5625,1657.6875,532.5,40.21,47.2
0.5,1065.1875,283.6875,2276.25,315.9375,1320.5625,363.5625,1657.6875,531.75,40.21,47.18
0.6,1065.1875,283.6875,2276.25,315.75,1320.5625,363.375,1657.5,532.125,40.21,47.18
0.7,1065.1875,283.6875,2276.25,315.9375,1320.375,363.375,1657.5,532.125,40.21,47.14
0.8,1065.1875,283.6875,2276.25,315.9375,1320.375,363.375,1657.5,530.8125,40.21,47.1
0.9,1065.1875,283.6875,2276.0625,315.75,1320.375,363.375,1657.5,531.75,40.21,47.17
1.0,1065.1875,283.6875,2276.0625,315.75,1320.375,363.1875,1657.125,531.75,40.21,47.2
1.1,1065.1875,283.6875,2276.0625,315.75,1320.1875,363.1875,1657.3125,531.1875,40.23,47.13
1.2,1065,283.6875,2276.0625,315.75,1320.1875,363.1875,1657.6875,530.8125,40.21,47.14
1.3,1065,283.6875,2276.0625,315.75,1320.375,363.1875,1657.5,530.8125,40.24,47.15
1.4,1065,283.6875,2276.0625,315.75,1320.1875,363.1875,1657.6875,529.5,40.23,47.16
1.5,1065,283.6875,2276.0625,315.75,1320.375,363.1875,1657.5,529.875,40.21,47.2
1.6,1065,283.6875,2276.0625,315.9375,1320.375,363.1875,1657.5,531,40.24,47.17
1.7,1065,283.6875,2275.875,315.75,1320.1875,363,1657.6875,530.25,40.23,47.14
1.8,1065,283.6875,2275.875,315.75,1320.1875,363,1657.6875,529.3125,40.21,47.14
1.9,1065,283.6875,2275.875,315.9375,1320.1875,363,1657.5,530.25,40.21,47.14
2.0,1065,283.6875,2275.875,315.75,1320.1875,363,1657.3125,530.4375,40.24,47.15
2.1,1064.8125,283.6875,2275.875,315.75,1320.1875,363,1657.3125,531,40.23,47.16
2.2,1064.8125,283.6875,2275.875,315.9375,1320,362.8125,1657.125,528.9375,40.23,47.16
2.3,1064.8125,283.6875,2275.6875,315.75,1320,362.8125,1657.3125,529.5,40.23,47.16
2.4,1064.8125,283.6875,2275.6875,315.75,1320,362.8125,1657.5,530.0625,40.21,47.12
2.5,1064.625,283.6875,2275.6875,315.75,1320.1875,362.8125,1657.3125,529.5,40.2,47.14
2.6,1064.8125,283.6875,2275.6875,315.75,1320.1875,362.8125,1657.3125,529.6875,40.23,47.16
2.7,1064.625,283.6875,2275.5,315.75,1320,362.8125,1657.5,529.6875,40.24,47.13
2.8,1064.625,283.6875,2275.6875,315.75,1320.1875,362.625,1657.3125,528,40.23,47.14
2.9,1064.625,283.5,2275.5,315.75,1320.1875,362.8125,1657.3125,528.5625,40.23,47.12
3.0,1064.625,283.6875,2275.5,315.75,1320.1875,362.8125,1657.5,529.5,40.21,47.13
3.1,1064.625,283.6875,2275.5,315.75,1320.1875,362.8125,1657.6875,529.5,40.24,47.13
3.2,1064.625,283.5,2275.5,315.75,1320.1875,362.625,1657.5,528.5625,40.24,47.16
3.3,1064.625,283.6875,2275.3125,315.75,1320.1875,362.625,1657.5,529.5,40.24,47.16
3.4,1064.625,283.6875,2275.5,315.75,1320.1875,362.625,1657.5,529.125,40.24,47.11
3.5,1064.625,283.5,2275.3125,315.75,1320.1875,362.625,1657.6875,529.3125,40.21,47.09
3.6,1064.625,283.6875,2275.3125,315.9375,1320.375,362.625,1657.5,529.6875,40.23,47.13
3.7,1064.625,283.6875,2275.3125,315.75,1320.375,362.625,1657.5,528.5625,40.21,47.13
3.8,1064.625,283.6875,2275.3125,315.9375,1320.1875,362.625,1657.5,529.5,40.23,47.14
3.9,1064.625,283.5,2275.3125,315.9375,1320.1875,362.625,1657.6875,529.6875,40.23,47.13
4.0,1064.25,283.6875,2275.3125,315.9375,1320.1875,362.8125,1657.5,529.6875,40.21,47.1
4.1,1064.4375,283.6875,2275.3125,315.9375,1320.375,362.625,1657.5,528.9375,40.24,47.13
4.2,1064.4375,283.5,2275.3125,315.9375,1320.375,362.8125,1657.6875,529.3125,40.24,47.09
4.3,1064.4375,283.6875,2275.125,315.75,1320.375,362.625,1657.875,529.6875,40.23,47.11
4.4,1064.4375,283.5,2275.125,315.9375,1320.375,362.625,1657.6875,529.6875,40.24,47.11
4.5,1064.4375,283.5,2275.125,315.75,1320.375,362.625,1657.5,529.5,40.23,47.13
4.6,1064.4375,283.5,2275.125,315.9375,1320.375,362.625,1657.6875,529.5,40.23,47.08
4.7,1064.4375,283.6875,2275.3125,315.9375,1320.375,362.625,1657.5,528.5625,40.23,47.11
4.8,1064.4375,283.5,2275.125,315.9375,1320.375,362.625,1657.5,529.3125,40.23,47.11
4.9,1064.4375,283.5,2275.125,315.9375,1320.375,362.625,1657.5,528.9375,40.21,47.09
5.0,1064.4375,283.5,2275.3125,315.9375,1320.5625,362.625,1657.3125,529.5,40.23,47.05
5.1,1064.4375,283.6875,2275.125,315.9375,1320.375,362.625,1657.3125,529.5,40.24,47.12
5.2,1064.4375,283.5,2275.125,315.9375,1320.375,362.625,1657.5,529.125,40.24,47.12
5.3,1064.25,283.5,2275.125,315.9375,1320.5625,362.8125,1657.6875,529.5,40.26,47.12
5.4,1064.25,283.5,2275.125,315.9375,1320.5625,362.625,1657.5,530.25,40.23,47.08
5.5,1064.25,283.5,2274.9375,315.9375,1320.5625,362.625,1657.125,529.125,40.24,47.05
5.6,1064.25,283.6875,2275.125,315.9375,1320.375,362.625,1657.125,529.875,40.23,47.11
5.7,1064.25,283.5,2275.125,315.9375,1320.375,362.625,1657.125,529.3125,40.23,47.11
5.8,1064.4375,283.5,2274.9375,315.9375,1320.375,362.625,1657.125,528.9375,40.23,47.06
5.9,1064.4375,283.5,2274.9375,315.9375,1320.375,362.625,1657.125,529.6875,40.23,47.09
6.0,1064.25,283.5,2275.125,315.9375,1320.375,362.625,1656.9375,529.125,40.26,47.12
6.1,1064.25,283.5,2274.9375,315.9375,1320.375,362.625,1657.125,529.125,40.23,47.09
6.2,1064.25,283.5,2274.9375,315.9375,1320.375,362.625,1656.9375,529.5,40.24,47.11
6.3,1064.25,283.5,2274.9375,315.9375,1320.375,362.625,1657.125,528.9375,40.23,47.09
6.4,1064.25,283.6875,2274.9375,315.9375,1320.375,362.8125,1657.125,529.125,40.23,47.09
6.5,1064.25,283.5,2274.9375,315.9375,1320.1875,362.625,1656.9375,528.375,40.24,47.03
6.6,1064.25,283.6875,2274.75,315.9375,1320.375,362.625,1656.75,529.6875,40.24,47.09
6.7,1064.25,283.6875,2274.9375,315.75,1320.1875,362.625,1656.9375,529.3125,40.24,47.08
6.8,1064.25,283.5,2274.9375,315.9375,1320.1875,362.625,1657.3125,529.125,40.23,47.12
6.9,1064.25,283.5,2274.9375,315.9375,1320.375,362.625,1657.125,529.3125,40.21,47.1
7.0,1064.0625,283.5,2274.9375,315.9375,1320.375,362.625,1657.125,529.3125,40.24,47.08
7.1,1064.0625,283.5,2274.9375,315.9375,1320.375,362.625,1656.9375,529.125,40.24,47.05
7.2,1064.0625,283.5,2274.75,315.9375,1320.375,362.625,1657.125,528.9375,40.24,47.08
7.3,1064.0625,283.5,2274.75,315.75,1320.375,362.625,1657.3125,529.5,40.24,47.08
7.4,1064.0625,283.5,2274.75,315.9375,1320.5625,362.8125,1657.3125,529.6875,40.23,47.08
7.5,1064.0625,283.5,2274.75,315.9375,1320.375,362.625,1657.125,530.25,40.21,47.09
7.6,1064.0625,283.5,2274.75,315.9375,1320.375,362.625,1656.9375,529.3125,40.23,47.06
7.7,1064.0625,283.5,2274.75,315.9375,1320.375,362.625,1656.9375,530.25,40.24,47.09
7.8,1064.0625,283.5,2274.75,315.9375,1320.375,362.625,1656.75,529.875,40.24,47.08
7.9,1063.875,283.5,2274.75,315.75,1320.1875,362.625,1656.75,529.875,40.24,47.05
8.0,1064.0625,283.5,2274.75,315.9375,1320.1875,362.625,1656.5625,528.9375,40.23,47.11
8.1,1063.875,283.5,2274.5625,315.9375,1320.1875,362.625,1656.5625,529.6875,40.24,47.07
8.2,1063.875,283.5,2274.75,315.75,1320,362.625,1656.375,528.9375,40.23,47.08
8.3,1063.875,283.5,2274.75,315.9375,1320,362.625,1656.1875,529.6875,40.26,47.08
8.4,1063.875,283.5,2274.75,315.9375,1320,362.625,1656.375,529.3125,40.24,47.08
8.5,1063.875,283.5,2274.5625,315.5625,1320,362.625,1656.75,528.9375,40.26,47.07
8.6,1063.6875,283.5,2274.5625,315.75,1320,362.625,1656.75,530.25,40.24,47.08
8.7,1063.875,283.5,2274.5625,315.75,1320.1875,362.625,1656.75,529.6875,40.24,47.11
8.8,1063.6875,283.5,2274.5625,315.75,1320.1875,362.625,1656.75,529.5,40.24,47.05
8.9,1063.6875,283.5,2274.5625,315.75,1320.1875,362.4375,1656.5625,530.8125,40.26,47.07
9.0,1063.6875,283.5,2274.5625,315.75,1320.1875,362.4375,1656.75,531,40.21,47.06
9.1,1063.6875,283.5,2274.5625,315.75,1320,362.4375,1656.75,530.8125,40.24,47.05
