"MQ2","MQ4","MQ6","MQ9","MQ135","MQ136","MQ137","MQ138","Class"
"326.94666666667","376.41333333333","540.45333333333","641.84","751.14666666667","480.16666666667","403.86666666667","573.24666666667","Pork"
"328.26666666667","381.54666666667","547.04666666667","650.95333333333","759.12","473.06666666667","402.96","577.68","Pork"
"327.92","382.19333333333","551.2","658.49333333333","759.78","455.72666666667","395.29333333333","575.31333333333","Pork"
"325.1","381.70666666667","551.30666666667","661.7","760.4","446.11333333333","388.18","573.36","Pork"
"323.62","383.22666666667","551.47333333333","671","764.5","442.3","388.42666666667","579.80666666667","Pork"
"322.92666666667","383.56666666667","550.95333333333","675.97333333333","765.70666666667","439.00666666667","384.53333333333","605.86666666667","Pork"
"307.70666666667","340.68666666667","468.74666666667","555.55333333333","666.03333333333","434.17333333333","378.22","532.58","Pork"
"302.05333333333","334.42","468.28","545.75333333333","661.7","448.54","382.55333333333","523.60666666667","Pork"
"289.93333333333","324.43333333333","457.00666666667","526.15333333333","641.97333333333","449.26666666667","380.62666666667","504.56","Pork"
"283.36666666667","313","469.86","486.86","629.8","422.71333333333","367.38","510.11333333333","Pork"
"281.39333333333","317.08","472.72","503.57333333333","639.84666666667","415.68666666667","366.70666666667","516.82","Pork"
"281.8","322.28666666667","473.60666666667","517.42","647.2","409.40666666667","363.32","524.80666666667","Pork"
"281.78666666667","326.99333333333","474.34666666667","526.61333333333","653.22666666667","405.88","362.61333333333","530.4","Pork"
"281.78","331.1","475.3","533.50666666667","657.68","401.65333333333","361.16666666667","534.73333333333","Pork"
"273.65333333333","308.51333333333","506.34","470.5","630.52666666667","448.19333333333","382.84","507.27333333333","Pork"
"282.20666666667","314","507.51333333333","489.76666666667","641.58666666667","443.64666666667","379.96666666667","516.52666666667","Pork"
"285.34","316.82","507.72","500.62","646.84","437.90666666667","378.50666666667","521.52","Pork"
"329.05333333333","355.17333333333","566.22666666667","543.52666666667","687.62666666667","451.92","387.21333333333","538.18","Pork"
"313.6","341.34","549.04","528.23333333333","691.14","448.78","384.62","531.13333333333","Pork"
"296.97333333333","329.42666666667","531.83333333333","517.30666666667","674.38","443.60666666667","380.9","520.96666666667","Pork"
"293.42","324.48","523.49333333333","516.48","670.26","442.06666666667","380.36666666667","517.47333333333","Pork"
